cota cotb p flp localx localy pT hittime PID
-0.59634 14.46786 0.00626 0 1.93474 -30.16500 0.00619 0.54842 11
5.81770 45.13316 0.00626 0 -19.05750 24.75649 0.00619 0.56726 11
0.61965 49.62649 0.00625 0 26.31939 15.28431 0.00184 0.12360 11
1.77877 660.24634 0.00051 0 4.14510 30.91971 0.00035 0.36806 22
-1.42330 240.12459 0.00088 0 -22.44532 20.21443 0.00028 -0.11334 22
-0.95345 138.51668 0.00084 0 26.36137 -16.31891 0.00066 5.54761 22
2.38621 60.69798 0.00117 0 -30.87963 4.31007 0.00039 0.01275 22
1.62545 4.85505 0.01306 0 -30.16500 -1.70024 0.01254 -0.03297 -11
-0.27545 4.10743 0.01306 0 17.96865 -25.20750 0.01254 -0.16519 -11
-0.44913 4.68396 0.01306 0 -1.08984 30.16500 0.01254 -0.04131 -11
-0.56713 4.80375 0.01306 0 4.56081 -30.16500 0.01254 -0.03647 -11
1.97836 4.69305 0.01306 0 -30.16500 -4.66583 0.01254 -0.03550 -11
-2.12482 4.55677 0.01306 0 24.12914 -18.53061 0.01254 -0.03324 -11
0.81586 4.57676 0.01306 0 27.02315 13.58528 0.01254 -0.04047 -11
-5.97433 4.20560 0.01306 0 -30.16500 -7.56487 0.01254 -0.16465 -11
1.61469 4.83008 0.01306 0 -30.16500 -4.92644 0.01254 -0.03441 -11
-1.70175 11.91960 0.00519 0 -30.16500 -0.96301 0.00491 0.95125 11
1.57586 4.88165 0.01306 0 -30.16500 -4.05641 0.01254 -0.03789 -11
0.26904 4.72497 0.01306 0 19.15614 23.50361 0.01254 -0.04441 -11
0.73533 4.45321 0.01306 0 -21.16079 -21.49897 0.01254 -0.03114 -11
1.32012 4.39876 0.01306 0 -28.43193 -10.18420 0.01254 -0.03973 -11
0.33322 4.68587 0.01306 0 19.68158 22.97818 0.01254 -0.04170 -11
0.54210 4.04846 0.01306 0 20.75869 21.90107 0.01254 -0.03189 -11
22.20015 4.53529 0.01306 0 -29.70473 7.11138 0.01254 -0.03196 -11
-6.27009 4.30131 0.01306 0 -30.16500 -6.83990 0.01254 -0.16525 -11
7.17088 4.81807 0.01306 0 -29.94788 6.52436 0.01254 -0.03145 -11
1.55476 5.10672 0.01306 0 -30.16500 -5.76969 0.01254 -0.03795 -11
0.32477 4.72761 0.01306 0 -20.27146 -22.38829 0.01254 -0.04798 -11
3.47195 4.13105 0.01306 0 25.29711 17.75232 0.01254 -0.16538 -11
-1.62186 4.14813 0.01306 0 -30.42706 5.36752 0.01254 -0.16540 -11
17.84355 4.76626 0.01306 0 29.34969 -7.96853 0.01254 -0.03601 -11
1.12839 5.99814 0.00940 0 -27.25945 -13.01481 0.00936 0.95206 -11
-0.35112 7.28113 0.00940 0 -6.05873 -30.14075 0.00936 0.75782 -11
-0.56657 6.60979 0.00940 0 2.23424 -30.16500 0.00936 0.94449 -11
-0.03508 8.46999 0.00940 0 -15.50835 -27.15140 0.00936 0.75681 -11
1.45769 6.45257 0.00940 0 14.20190 26.76774 0.00936 0.86324 -11
-7.49655 70.27245 0.00199 0 26.59138 14.62767 0.00177 1.29197 11
-6.85152 6.59203 0.00940 0 -26.66400 -14.45235 0.00936 0.87348 -11
2.34070 4.30308 0.00940 0 30.15421 4.68069 0.00936 0.75744 -11
0.33259 5.69573 0.00940 0 3.20170 -30.16500 0.00936 0.85677 -11
9.54196 6.92514 0.00940 0 29.34537 -7.97896 0.00936 0.76193 -11
0.72552 7.09055 0.00940 0 -0.35376 30.16500 0.00936 1.03405 -11
-3.86130 6.70080 0.00940 0 -24.56321 18.09654 0.00936 0.75852 -11
-0.53375 6.33884 0.00940 0 -2.37905 30.16500 0.00936 1.31232 -11
2.38179 8.46342 0.00940 0 30.57101 -5.02001 0.00936 0.75539 -11
0.24676 9.30678 0.00940 0 24.80484 18.94076 0.00936 0.75562 -11
-1.69217 5.64236 0.00940 0 -19.03180 23.62795 0.00936 0.75919 -11
-0.06476 10.40625 0.00940 0 -12.82988 -27.33605 0.00936 0.75025 -11
-1.22797 5.59572 0.00940 0 -30.03827 6.30615 0.00936 0.86569 -11
1.54917 7.32801 0.00940 0 -12.30735 -27.55249 0.00936 0.86530 -11
-2.61009 4.43276 0.01646 0 -30.27449 5.73587 0.01646 5.16245 11
-3.19551 4.15149 0.01646 0 -29.79827 6.88554 0.01646 5.49111 11
0.83084 7.22248 0.01646 0 7.36900 29.59802 0.01646 4.70202 11
1.59848 4.17057 0.01646 0 27.79495 11.72199 0.01646 5.87040 11
2.19746 3.41072 0.01646 0 -26.11216 -15.78461 0.01646 4.21449 11
-2.27961 5.19894 0.01646 0 30.16500 -1.62173 0.01646 5.42273 11
0.06894 4.49581 0.01646 0 -5.30555 -30.45273 0.01646 6.00205 11
0.55164 55.40900 0.00286 0 27.84156 11.60948 0.00068 1.24953 11
0.05287 238.12523 0.00051 0 -30.18739 -4.12688 0.00019 0.60299 22
0.90320 18.58947 0.00744 0 30.16500 -3.41843 0.00710 1.04716 11
-0.14619 16.18760 0.00744 0 -11.62595 27.83473 0.00710 1.02130 11
1.04251 346.88705 0.00744 0 -30.16500 1.27862 0.00710 1.48684 11
1.27274 76.24295 0.00051 0 5.70118 -30.14000 0.00039 0.42017 22
-9.69414 17.49304 0.01806 0 28.85062 9.17338 0.00185 1.10611 -11
-0.39386 145.65330 0.00051 0 11.55599 -27.86371 0.00034 0.44448 22
0.10244 51.96786 0.00279 0 10.04587 -28.48923 0.00270 0.68441 -11
-5.01652 50.09075 0.00279 0 27.64472 12.08469 0.00270 0.07702 -11
-2.49764 53.79663 0.00158 0 15.84807 -26.10371 0.00064 -0.03141 22
0.12740 128.21097 0.00051 0 -29.26811 8.22603 0.00041 -0.21215 22
-0.09038 112.55056 0.00051 0 1.37243 -30.15600 0.00013 0.58602 22
1.68429 1503.03197 0.00042 0 -28.79805 -9.23569 0.00023 0.40628 22
-2.81190 1185.84119 0.00078 0 -19.04269 24.76682 0.00025 0.76100 22
-0.44198 32.18372 0.00362 0 1.91201 30.16500 0.00095 0.85808 11
2.56943 281.19706 0.00362 0 -19.81067 -22.84909 0.00095 0.84118 11
-3.78848 110.54960 0.00362 0 18.09620 -25.15467 0.00095 0.87496 11
-5.97103 130.15566 0.00362 0 -27.67124 12.02066 0.00095 0.84731 11
1.32699 44.79064 0.00362 0 -30.16500 -3.87318 0.00095 0.85764 11
-0.48226 2661.74569 0.00362 0 26.05655 15.85354 0.00095 1.24135 11
0.61410 16.97416 0.00362 0 15.15867 26.37144 0.00095 0.90703 11
1.11678 141.90925 0.00362 0 8.30381 -29.21081 0.00095 0.93440 11
0.91045 34.06310 0.00362 0 22.23367 20.42608 0.00095 0.85340 11
-0.39345 95.21967 0.00362 0 -5.83209 -30.23463 0.00095 0.84690 11
0.50662 51.19290 0.00362 0 11.07782 28.06178 0.00095 0.84637 11
-0.16046 43.46694 0.00362 0 -1.33142 -30.16500 0.00095 0.84624 11
0.51767 41.73105 0.00362 0 1.82026 -30.16500 0.00095 0.82461 11
0.79809 38.80618 0.00362 0 28.82505 9.23511 0.00095 0.87648 11
1.87658 17.23480 0.00362 0 -26.71684 -14.32479 0.00095 0.84693 11
-2.72507 142.12881 0.00362 0 16.25149 26.40826 0.00095 0.85402 11
0.08809 60.53736 0.00362 0 -22.82669 19.83307 0.00095 0.84905 11
3.05745 67.54116 0.00362 0 -28.38493 -10.29766 0.00095 0.83590 11
1.49004 64.29489 0.00362 0 28.36410 10.34795 0.00095 0.85340 11
0.89739 143.91960 0.00140 0 8.79127 -29.00890 0.00029 0.13323 22
-0.48143 16.87641 0.01226 0 -1.19652 -30.16500 0.00858 1.25542 11
-0.53314 58.95202 0.00039 0 -25.77830 16.90621 0.00026 0.47285 22
1.23315 33.46336 0.00968 0 -28.69919 -9.53896 0.00764 1.04248 -11
-0.29480 351.81350 0.00099 0 29.85261 -6.75437 0.00029 0.13922 22
1.80727 582.23403 0.00051 0 -19.82124 22.80316 0.00029 0.60297 22
0.50696 518.61435 0.00043 0 20.77106 -21.85334 0.00036 0.59077 22
-1.19866 98.39392 0.00187 0 -30.16500 -5.23951 0.00098 0.57205 22
-0.44714 81.83552 0.00122 0 23.90056 -18.75919 0.00033 0.11872 22
3.32604 51.93737 0.00122 0 -23.14970 -19.51005 0.00106 -0.03831 22
-0.57664 49.59503 0.00027 0 -24.97724 17.70666 0.00019 -0.13874 22
0.05297 69.29288 0.00036 0 4.68296 30.71841 0.00032 1.35283 22
0.39750 123.79382 0.00277 0 -30.16500 1.01672 0.00070 1.00554 -11
-1.08367 94.86866 0.00200 0 -1.53018 -30.16500 0.00008 0.05842 11
-0.87326 2071.52032 0.00051 0 16.88547 25.76793 0.00029 0.56554 22
1.01978 110.56011 0.00465 0 -0.05006 30.16500 0.00465 1.34251 -11
0.79041 13.08159 0.01277 0 -8.59513 29.09014 0.01245 0.97186 -11
-1.38745 8.68775 0.01277 0 30.16500 -3.44620 0.01245 0.48508 -11
-0.29018 146.05209 0.00370 0 21.91912 20.74063 0.00344 0.99573 11
0.28144 46.65779 0.00370 0 -19.18725 23.47250 0.00344 1.18227 11
16.55626 115.97213 0.00370 0 3.07308 30.14000 0.00344 1.02976 11
0.41260 11.44769 0.00176 0 8.40073 29.19022 0.00147 0.39490 11
0.00760 21.39720 0.00662 0 -14.80325 -26.51865 0.00634 2.63903 11
-1.84719 52.40088 0.00662 0 3.89313 -30.16500 0.00634 0.99831 11
0.36858 9.51080 0.00662 0 -7.50937 -29.53988 0.00634 1.34072 11
-1.41824 5.17197 0.05389 0 20.20102 -22.45873 0.02221 0.04692 -11
2.21765 7.51285 0.05389 0 30.16500 5.67233 0.02221 0.05076 -11
0.48624 5.84960 0.05389 0 18.95800 23.70175 0.02221 0.04812 -11
9.53863 5.10029 0.05389 0 30.16500 -3.41246 0.02221 0.04814 -11
0.40730 5.76612 0.05389 0 15.95554 26.70421 0.02221 0.05420 -11
-0.36915 6.01364 0.05389 0 -3.44561 30.16500 0.02221 0.04840 -11
1.14471 5.89265 0.05389 0 27.13105 13.32479 0.02221 0.04698 -11
-2.63146 5.71466 0.05389 0 25.90095 -16.75880 0.02221 0.05213 -11
-3.23108 5.56339 0.05389 0 -26.43969 14.99389 0.02221 0.04847 -11
0.50214 6.08284 0.05389 0 17.94096 24.71879 0.02221 0.04948 -11
3.59529 5.54448 0.05389 0 -30.16500 -0.29850 0.02221 0.04668 -11
-3.76468 5.88172 0.05389 0 -26.31105 15.30444 0.02221 0.04874 -11
0.28143 5.84622 0.05389 0 -14.60545 -26.60059 0.02221 0.04801 -11
-0.40213 5.97578 0.05389 0 7.14751 -30.16500 0.02221 0.05334 -11
2.39060 6.66824 0.05389 0 -30.16500 -6.71152 0.02221 0.05261 -11
0.22996 5.48330 0.05389 0 -13.24852 -27.16264 0.02221 0.04707 -11
2.97621 5.86985 0.05389 0 30.16500 4.22394 0.02221 0.04896 -11
1.24063 5.94880 0.05389 0 26.81562 14.08632 0.02221 0.04756 -11
-157.84338 5.49822 0.05389 0 30.51816 -5.14759 0.02221 0.05284 -11
1.11481 5.17617 0.05389 0 25.65933 16.87785 0.02221 0.05117 -11
0.62799 5.61064 0.05389 0 20.78752 21.87223 0.02221 0.04638 -11
-1.65889 5.92922 0.05389 0 19.89692 -22.76283 0.02221 0.04700 -11
22.23398 369.99423 0.00036 0 -27.39019 -12.73252 0.00019 0.57512 22
-0.68114 50.46186 0.00036 0 -2.95987 -30.14926 0.00019 0.57573 22
-1.10759 56.95083 0.00158 0 11.77426 -27.78440 0.00134 0.39309 22
-0.42597 55.93289 0.00635 0 -16.88064 -25.77911 0.00556 1.07697 -11
-1.65312 533.97443 0.00051 0 12.66358 -27.40637 0.00024 0.61648 22
0.36625 58.53512 0.01534 0 -30.16500 -5.79422 0.00093 1.41086 11
0.26255 48.11132 0.00311 0 24.12555 18.53420 0.00234 0.14259 11
-0.98716 101.52367 0.00113 0 -30.16500 3.28448 0.00034 0.27186 22
206.12594 1374.83616 0.00083 0 -26.32521 -15.20962 0.00056 -0.07203 22
3.21770 57.69938 0.00302 0 17.75854 24.91537 0.00036 0.02879 22
-0.42345 134.97996 0.00304 0 -19.76004 -22.89971 0.00029 0.09780 11
0.32338 17.04294 0.00337 0 13.60179 27.01631 0.00149 0.15715 11
5.70667 609.39256 0.00775 0 24.98443 18.52552 0.00768 2.08291 11
1.88619 7.28769 0.00775 0 21.07773 21.58202 0.00768 1.02633 11
-0.75208 76.35503 0.00775 0 9.30447 28.79632 0.00768 4.71474 11
0.13294 8.21581 0.00775 0 -13.27877 -27.15012 0.00768 0.95637 11
3.47406 11.28900 0.00775 0 -29.02448 8.75365 0.00768 0.92666 11
0.72419 8.04375 0.00775 0 20.23503 22.42472 0.00768 0.95479 11
-0.40083 12.18815 0.00775 0 -11.77192 27.77427 0.00768 0.81996 11
1.05989 10.79320 0.00775 0 15.48464 27.17512 0.00768 0.86889 11
-0.17367 7.92803 0.00775 0 -0.97866 -30.16500 0.00768 0.91170 11
1.04913 8.29088 0.00775 0 16.72220 25.93755 0.00768 0.90022 11
2.15437 9.26509 0.00775 0 29.07175 8.63952 0.00768 0.88652 11
-0.59449 8.63083 0.00775 0 -23.83803 18.82172 0.00768 0.98063 11
-2.75537 1.45718 0.00775 0 30.87989 -4.21633 0.00768 1.02811 11
0.62482 63.35559 0.00154 0 -3.74256 -30.16623 0.00128 -0.19347 11
-0.17411 44.08768 0.01177 0 -3.71314 -30.16593 0.00356 -0.19323 11
-0.17362 347.62965 0.00033 0 14.99957 26.41683 0.00028 -0.18909 22
-205.66947 110.85673 0.00051 0 -1.96319 30.17186 0.00017 0.64336 22
-3.22050 85.39469 0.00191 0 28.66868 -9.61264 0.00186 1.64674 11
0.58932 1030.86125 0.00191 0 -27.57466 -12.18849 0.00186 2.70871 11
-20.81337 241.58228 0.00258 0 -1.81478 30.16500 0.00252 2.85439 11
-0.53380 73.43040 0.00164 0 13.92127 26.88398 0.00022 1.00541 11
2.37529 10.09121 0.01485 0 3.95007 31.01419 0.01108 1.17925 11
0.65221 105.37982 0.00375 0 -15.89550 -26.76158 0.00067 0.13681 22
0.11221 29.29326 0.00394 0 -22.27559 -20.38416 0.00120 0.91773 11
-3.44571 136.19510 0.00394 0 -21.95174 20.70801 0.00120 1.07913 11
-0.84194 15.03823 0.00394 0 16.63597 -25.75952 0.00120 1.00116 11
-0.18453 74.14073 0.00394 0 -23.03254 -19.62721 0.00120 2.63482 11
2.41922 311.07956 0.00394 0 -20.13381 22.52594 0.00120 0.91870 11
-3.42188 160.55457 0.00313 0 30.16500 5.39520 0.00313 1.45918 11
-4.59694 188.63720 0.00313 0 -2.54307 -30.14000 0.00313 1.20096 11
0.64756 3251.25408 0.00148 0 -7.43480 30.18894 0.00035 1.15068 11
0.48600 486.84552 0.00068 0 -23.76963 18.85477 0.00054 -0.09515 22
-1.72501 156.21399 0.00136 0 29.18676 -8.36186 0.00128 0.55995 11
0.32502 109.46072 0.00051 0 -3.06655 30.17766 0.00018 0.75247 22
-9.30540 206.85065 0.00051 0 10.46293 -28.34157 0.00030 0.55400 22
-0.76844 154.64650 0.00610 0 21.32804 -21.34863 0.00113 0.19156 11
0.71000 50.05570 0.01127 0 30.16500 1.94138 0.00228 0.88976 11
-1.54278 26.42021 0.01440 0 -19.43564 23.22412 0.00061 1.28880 11
1.49375 48.64508 0.00234 0 30.16500 7.21422 0.00208 1.75322 11
-0.54941 50.33105 0.00172 0 10.95819 -28.13439 0.00049 -0.04205 11
-1.05270 10.67962 0.08615 0 -20.68542 21.97433 0.01990 0.21725 11
1.26440 13.20023 0.08615 0 23.80074 18.85901 0.01990 0.22014 11
-0.40864 11.22353 0.08615 0 9.78780 -28.59612 0.01990 0.21810 11
-1.07485 11.44184 0.08615 0 -18.25777 25.08774 0.01990 0.22924 11
1.21723 10.25823 0.08615 0 -26.39393 -15.10436 0.01990 0.22070 11
3.75025 10.70942 0.08615 0 -30.16500 -3.95002 0.01990 0.22044 11
50.19489 10.56751 0.08615 0 30.16500 0.44421 0.01990 0.21691 11
0.35093 11.46328 0.08615 0 13.11342 27.21861 0.01990 0.21783 11
0.12025 11.72245 0.08615 0 7.85793 29.39550 0.01990 0.22089 11
-1.41145 10.67493 0.08615 0 -23.55797 19.10178 0.01990 0.21947 11
-5.38995 12.02924 0.08615 0 -29.17723 8.38487 0.01990 0.21974 11
2.02323 9.87581 0.08615 0 -27.51915 -12.38785 0.01990 0.21633 11
-0.98347 9.79008 0.08615 0 -18.93539 23.72436 0.01990 0.21962 11
3.79571 9.89804 0.08615 0 29.10485 8.55962 0.01990 0.21948 11
-1.55295 10.74818 0.08615 0 23.14767 -19.51208 0.01990 0.21864 11
0.88258 11.55640 0.08615 0 22.71896 19.94079 0.01990 0.21780 11
0.95354 10.82837 0.08615 0 -22.49140 -20.16835 0.01990 0.21800 11
2.24914 10.94197 0.08615 0 28.57318 9.84318 0.01990 0.21797 11
-3.68699 12.13588 0.08615 0 27.73361 -11.87009 0.01990 0.21688 11
-2.51620 10.00173 0.08615 0 27.26985 -12.98970 0.01990 0.21786 11
1.06738 12.20001 0.08615 0 -25.58684 -17.05286 0.01990 0.22551 11
2.29701 13.82898 0.08615 0 30.16500 6.95745 0.01990 0.22862 11
0.23041 11.11697 0.08615 0 -9.35052 -28.77725 0.01990 0.21872 11
1.59736 1000.08452 0.00150 0 18.51172 24.12575 0.00030 -0.12748 11
-6.17466 101.28433 0.00254 0 16.33843 -25.88276 0.00066 0.05632 11
-0.53140 191.83264 0.00051 0 -7.60962 29.48713 0.00026 0.52063 22
0.37125 76.90279 0.00030 0 19.92950 -22.69931 0.00021 0.43519 22
-1.31965 436.36071 0.00051 0 -26.64636 16.01339 0.00019 0.73415 22
-0.70412 120.24707 0.00272 0 -28.58562 -9.81316 0.00261 1.28532 -11
2.87254 225.95146 0.00094 0 -17.45046 -25.20929 0.00038 0.51723 22
9.97795 1430.70714 0.00233 0 18.38695 24.27280 0.00187 1.16197 -11
-1.36105 57.26437 0.00233 0 -30.72198 4.65552 0.00187 1.20884 -11
1.09512 38.30360 0.00233 0 -26.98718 -13.67213 0.00187 1.31412 -11
18.80205 77.55308 0.00233 0 21.98725 20.67250 0.00187 1.17280 -11
0.98800 246.11129 0.00233 0 -5.79555 30.16500 0.00187 1.33494 -11
4.19703 101.88000 0.00233 0 -6.77845 -29.84264 0.00187 1.32102 -11
24.14467 62.27790 0.00233 0 -13.94149 -26.87561 0.00187 1.28350 -11
11.37300 1346.30949 0.00142 0 15.03347 26.39623 0.00078 2.27681 11
-3.47431 61.54091 0.00142 0 26.73528 -14.28026 0.00078 1.68294 11
-2.17257 1040.91671 0.00051 0 -30.67123 4.82463 0.00010 2.40587 22
7.20409 770.30460 0.00051 0 7.64472 -29.51087 0.00010 2.40588 22
0.42177 128.32554 0.00486 0 -8.39710 29.17217 0.00483 0.65379 11
2.31616 252.20617 0.00486 0 -15.34923 -26.29250 0.00483 0.62100 11
-0.04450 10.01847 0.02319 0 -2.87141 30.16500 0.01085 -0.05392 -11
-0.82063 10.69912 0.02319 0 20.70024 -21.95952 0.01085 -0.05463 -11
0.29482 8.57769 0.02319 0 -7.16886 -29.68092 0.01085 -0.05224 -11
0.92479 51.44976 0.00146 0 -8.15888 -29.27084 0.00042 -0.04443 11
-0.91906 8.92406 0.02319 0 -17.52909 25.38957 0.01085 -0.05014 -11
-2.32156 10.00553 0.02319 0 -27.09935 13.40133 0.01085 -0.05438 -11
-1.42450 9.56834 0.02319 0 -25.22023 17.43952 0.01085 -0.05101 -11
0.29122 10.88370 0.02319 0 5.48951 30.37653 0.01085 -0.04991 -11
0.17237 10.62764 0.02319 0 -2.80718 -30.16500 0.01085 -0.05259 -11
1.05711 10.09620 0.02319 0 18.53873 24.12102 0.01085 -0.05299 -11
-3.85911 11.51684 0.02319 0 -29.30186 8.08400 0.01085 -0.05291 -11
0.25049 10.92105 0.02319 0 7.06303 29.72476 0.01085 -0.05231 -11
0.62661 85.53618 0.00251 0 7.05282 29.72899 0.00221 -0.05279 11
1.26829 8.97993 0.02319 0 22.67926 19.98049 0.01085 -0.05459 -11
-2.42889 9.70807 0.02319 0 -28.45826 10.12064 0.01085 -0.05472 -11
-0.43847 10.81820 0.02319 0 12.42963 -27.50184 0.01085 -0.05470 -11
-1.47471 9.90461 0.02319 0 25.16352 -17.49623 0.01085 -0.05126 -11
-173.69909 8.42083 0.02319 0 30.16500 0.10787 0.01085 -0.05527 -11
0.25703 9.53723 0.02319 0 -6.42146 -29.99050 0.01085 -0.05112 -11
-0.34369 9.37626 0.02319 0 13.08301 -27.23120 0.01085 -0.05457 -11
0.21873 9.83607 0.02319 0 4.91770 30.61338 0.01085 -0.04883 -11
-0.99460 10.69036 0.02319 0 -20.68558 21.97418 0.01085 -0.05496 -11
-0.02905 10.58480 0.02319 0 0.55668 -30.16500 0.01085 -0.05475 -11
-0.24424 10.53587 0.02319 0 -4.51786 30.16500 0.01085 -0.05245 -11
-0.99522 27.35290 0.00256 0 -18.31193 25.06531 0.00213 -0.00390 -11
-2.22765 46.39364 0.00399 0 -21.12365 21.53611 0.00252 0.00738 11
0.28204 45.95543 0.00593 0 -3.30549 30.16500 0.00480 0.21023 -11
-0.52785 35.89131 0.00593 0 -30.16500 -1.98929 0.00480 0.19977 -11
1.70087 522.08708 0.00051 0 -26.72408 -14.25093 0.00042 0.44329 22
-1.95021 16.45982 0.00810 0 26.53860 -14.75510 0.00736 0.82579 -11
4.12574 36.03895 0.00810 0 9.42581 28.74606 0.00736 1.59764 -11
-0.51135 177.71131 0.00236 0 29.46231 7.63131 0.00235 4.42553 -11
1.93810 82.24244 0.00210 0 13.44766 -27.10722 0.00125 2.06076 11
-0.34706 538.69771 0.00067 0 30.14000 4.68465 0.00029 -0.04685 22
0.63143 148.27348 0.00051 0 18.88240 -24.83085 0.00032 -0.02237 22
0.93313 563.32654 0.00061 0 18.12591 -25.12901 0.00049 -0.11812 22
-0.53114 137.19470 0.00204 0 27.80920 -11.68760 0.00193 3.25476 11
3.00752 208.83589 0.00051 0 30.16500 7.64858 0.00042 0.49124 22
-0.22584 23.78835 0.00439 0 -20.97173 21.68803 0.00400 1.27821 11
-1.17451 51.44031 0.00439 0 29.44494 -7.73858 0.00400 0.98814 11
1.77389 34.00042 0.00439 0 28.80686 -9.27902 0.00400 1.09022 11
-0.22237 360.88638 0.00095 0 16.33916 -25.86545 0.00086 -0.13178 22
11.16404 94.68619 0.00837 0 -12.10724 27.63538 0.00269 8.96864 11
0.65541 7.03803 0.01873 0 2.97891 30.16500 0.01869 1.97073 11
-1.95212 6.26672 0.04492 0 29.28700 -8.11987 0.01885 -0.03084 -11
2.66516 5.52507 0.04492 0 26.27203 15.39864 0.01885 -0.03038 -11
0.04764 6.24809 0.04492 0 4.57593 -30.16500 0.01885 -0.02984 -11
-0.30809 6.78488 0.04492 0 13.47188 -27.07013 0.01885 -0.03197 -11
-8.65485 7.11537 0.04492 0 30.16500 0.85843 0.01885 -0.03234 -11
0.95842 6.17229 0.04492 0 17.06494 25.59481 0.01885 -0.02766 -11
-2.96294 5.68158 0.04492 0 -30.33870 5.58084 0.01885 -0.02710 -11
1.75240 6.43865 0.04492 0 -22.69588 -19.96388 0.01885 -0.03210 -11
0.56342 6.47500 0.04492 0 -8.57262 -29.09946 0.01885 -0.03157 -11
0.69122 7.28259 0.04492 0 -12.95200 -27.28547 0.01885 -0.03225 -11
56.55395 5.99934 0.04492 0 -30.16500 -5.89143 0.01885 -0.02863 -11
-0.93182 6.04364 0.04492 0 -23.59795 19.06180 0.01885 -0.03106 -11
3.47698 7.28693 0.04492 0 -26.80561 -14.11047 0.01885 -0.03155 -11
3.76378 6.04763 0.04492 0 -27.76139 -11.80303 0.01885 -0.03283 -11
-1.74379 6.34215 0.04492 0 28.53337 -9.93930 0.01885 -0.03228 -11
-0.39823 6.49691 0.04492 0 -18.01103 25.18995 0.01885 -0.02589 -11
-1.99592 6.88897 0.04492 0 28.86364 -9.14194 0.01885 -0.03173 -11
0.11028 6.06758 0.04492 0 -1.23129 30.16500 0.01885 -0.03239 -11
0.38218 5.81061 0.04492 0 6.12686 30.11253 0.01885 -0.02814 -11
1.30892 6.08894 0.04492 0 -21.36010 -21.29965 0.01885 -0.03260 -11
1.26948 5.32938 0.04492 0 25.46174 17.35487 0.01885 -0.02759 -11
1.26825 6.62981 0.04492 0 19.69619 22.96357 0.01885 -0.03192 -11
0.20805 142.91620 0.00960 0 -25.22292 -17.93143 0.00222 0.10667 22
1.76600 92.61622 0.00845 0 -25.65797 -16.88112 0.00206 0.10234 11
-21.65477 11.92188 0.00878 0 26.90707 -15.76592 0.00563 -0.15999 11
-7.92561 98.80653 0.00231 0 20.89570 21.76405 0.00049 -0.01309 11
1.19455 196.93943 0.00391 0 -30.16500 0.69587 0.00128 -0.10303 22
68.21284 346.76446 0.00102 0 -5.80437 30.14000 0.00064 -0.16569 22
-0.05183 29.74797 0.00102 0 7.45943 -30.17895 0.00064 -0.16485 22
1.75479 547.68177 0.00051 0 -13.41505 -27.08415 0.00004 1.03013 22
2.22404 183.76249 0.00051 0 12.07293 -27.62304 0.00017 0.44432 22
1.74738 312.61791 0.00051 0 25.77206 -16.87734 0.00017 0.45073 22
27.42885 39.61405 0.00372 0 15.71450 26.94525 0.00228 7.77063 11
62.02431 36.32032 0.04683 0 27.83597 -11.62296 0.00940 0.17892 11
2.67745 22.05536 0.04683 0 -30.16500 0.32859 0.00940 0.17857 11
0.05526 21.47890 0.04683 0 -16.73144 -25.92831 0.00940 0.19056 11
-0.80237 28.56293 0.04683 0 -5.73034 30.16500 0.00940 0.18846 11
0.34809 54.30774 0.04683 0 18.36594 24.29381 0.00940 0.18468 11
1.27803 31.82238 0.04683 0 30.16500 5.80871 0.00940 0.18915 11
-1.83041 31.10402 0.04683 0 19.13502 -23.52473 0.00940 0.18157 11
0.44817 23.59229 0.04683 0 22.10291 20.55684 0.00940 0.17813 11
-0.48086 30.67573 0.04683 0 14.49403 -26.64674 0.00940 0.18169 11
-0.43776 22.40418 0.04683 0 4.60572 -30.16500 0.00940 0.18474 11
2.58702 22.30176 0.04683 0 30.16500 2.02663 0.00940 0.17941 11
-1.43004 34.87249 0.04683 0 17.66754 -25.33223 0.00940 0.19101 11
0.51477 27.20166 0.04683 0 -26.36051 -15.18505 0.00940 0.18390 11
-2.39150 30.74584 0.04683 0 20.59457 -22.06519 0.00940 0.17929 11
-1.94454 31.60239 0.04683 0 -19.68516 22.97460 0.00940 0.18121 11
-0.59099 31.92457 0.04683 0 -0.66146 -30.16500 0.00940 0.17813 11
1.08399 26.33337 0.04683 0 -27.24010 -13.06153 0.00940 0.17895 11
-0.96902 38.19406 0.04683 0 -4.11104 30.16500 0.00940 0.18460 11
0.30255 17.55192 0.04683 0 -10.23493 -28.41091 0.00940 0.17820 11
0.97667 36.04895 0.04683 0 -27.86183 -11.56053 0.00940 0.17861 11
95.39064 36.70370 0.04683 0 28.96002 -8.90927 0.00940 0.18063 11
2.90745 38.89697 0.04683 0 30.16500 2.60314 0.00940 0.18020 11
1.84303 607.01024 0.00051 0 30.16238 1.98478 0.00051 -0.05803 22
-0.61262 43.26078 0.00049 0 -2.94208 30.18112 0.00034 -0.11329 22
3.04808 351.57245 0.00223 0 -8.52878 -29.11762 0.00219 1.49893 11
-0.87795 7.46038 0.00744 0 13.00999 -27.26145 0.00744 0.27312 11
2.45823 7.34995 0.00744 0 30.16500 1.65599 0.00744 0.27314 11
-0.61634 8.08898 0.00744 0 4.84844 -30.16500 0.00744 0.27436 11
1.32298 8.50647 0.00744 0 -30.16500 -5.82763 0.00744 0.27498 11
0.56462 7.02510 0.00744 0 23.85389 18.80586 0.00744 0.27371 11
